,Unnamed: 0,carat,cut,color,clarity,depth,table,price,volumen
26852,26852,2.1,3,5,4,62.9,59.0,16783,341.162442
26854,26854,1.5,3,4,3,60.2,59.0,16783,243.022065
26855,26855,1.75,3,6,5,61.5,59.0,16783,281.75318400000003
26857,26857,2.03,3,1,6,61.2,58.0,16787,335.6379360000001
26858,26858,1.69,4,4,5,62.2,57.0,16789,275.580756
26860,26860,2.37,4,0,5,62.2,57.0,16789,388.900512
26861,26861,1.62,4,4,3,61.3,56.0,16790,267.51543000000004
26863,26863,2.03,4,1,5,62.7,57.0,16792,325.38744
26864,26864,1.5,3,2,3,62.8,58.0,16793,241.869078
26865,26865,2.05,4,0,3,61.4,59.0,16793,331.704
26866,26866,2.4,3,4,4,62.6,59.0,16797,385.99700099999995
26867,26867,2.04,4,3,4,61.5,57.0,16800,334.66834
26869,26869,1.75,4,6,5,62.1,57.0,16803,284.73532300000005
26870,26870,2.21,3,4,6,62.1,59.0,16804,354.34987000000007
26871,26871,2.23,3,6,4,61.4,58.0,16805,359.651968
26873,26873,1.4,4,4,1,61.9,57.0,16808,228.25152000000003
26875,26875,1.71,3,6,3,62.7,58.0,16813,279.588468
26876,26876,1.71,4,6,5,61.8,57.0,16817,276.7996
26878,26878,2.48,3,1,5,60.1,58.0,16820,409.185732
26879,26879,1.25,4,5,0,61.8,55.0,16823,205.24740000000003
26881,26881,2.42,4,3,4,62.3,57.0,16826,394.3003499999999
26883,26883,2.18,1,3,4,60.4,64.0,16842,361.28107400000005
26884,26884,2.08,3,6,5,61.3,58.0,16854,336.72001400000005
26885,26885,2.06,3,4,4,61.7,59.0,16857,336.40639200000004
26886,26886,2.02,3,1,5,59.6,60.0,16861,331.48499999999996
26887,26887,2.04,3,2,4,61.8,60.0,16872,329.51621700000004
26891,26891,1.76,3,6,5,61.5,58.0,16879,287.236044
26892,26892,2.01,3,4,4,60.3,60.0,16881,319.78054399999996
26893,26893,2.01,3,4,4,61.3,61.0,16881,320.907834
26894,26894,1.54,3,2,5,59.3,59.0,16889,257.633506
26895,26895,2.05,3,1,5,60.8,58.0,16896,338.247
26896,26896,2.03,3,3,6,61.7,59.0,16900,332.2085399999999
26897,26897,2.03,4,3,6,64.4,54.0,16900,323.186688
26898,26898,2.03,4,3,6,62.9,57.0,16900,325.620465
26900,26900,2.26,4,1,6,62.4,57.0,16904,369.72968399999996
26904,26904,2.63,4,0,4,62.1,57.0,16914,431.25720000000007
26905,26905,2.49,4,0,6,63.8,54.0,16915,396.07548
26906,26906,1.52,4,5,3,62.4,54.0,16916,248.295132
26907,26907,1.54,3,2,5,62.7,59.0,16921,244.73550600000002
26908,26908,2.01,4,6,4,61.0,54.0,16922,320.396796
26909,26909,2.02,3,6,4,61.3,56.0,16929,336.717504
26910,26910,2.13,3,6,4,60.7,60.0,16931,349.56049499999995
26911,26911,2.53,3,0,4,62.6,57.0,16934,415.15601399999997
26912,26912,2.37,4,3,4,62.1,55.0,16937,385.6322399999999
26913,26913,1.93,3,3,3,60.5,60.0,16941,311.94618
26914,26914,2.04,3,1,6,62.2,57.0,16942,331.076592
26915,26915,2.02,3,6,4,60.1,59.0,16944,337.582064
26916,26916,2.03,4,1,5,62.7,57.0,16945,325.38744
26917,26917,1.5,4,6,2,62.2,55.0,16948,246.21103499999998
26918,26918,2.28,3,3,4,61.9,61.0,16954,362.88179199999996
26920,26920,2.5,4,1,5,61.9,57.0,16955,406.2760799999999
26922,26922,2.01,3,3,6,58.5,58.0,16956,331.41900000000004
26923,26923,2.07,3,5,6,61.2,58.0,16957,339.452568
26924,26924,1.73,3,6,5,61.6,58.0,16960,284.054904
26925,26925,1.73,3,6,5,62.9,58.0,16960,277.75773000000004
26926,26926,2.06,4,1,6,62.0,56.0,16960,335.01901999999995
26927,26927,2.28,4,5,4,62.0,55.0,16969,376.63762499999996
26928,26928,3.0,3,1,4,60.7,59.0,16970,476.01120000000003
26929,26929,3.0,0,1,4,64.8,59.0,16970,445.92490799999996
26930,26930,1.73,3,4,5,61.2,58.0,16975,282.25991200000004
26931,26931,2.02,3,3,6,62.1,61.0,16985,320.70901200000003
26932,26932,1.68,4,6,3,62.0,55.0,16985,274.999362
26933,26933,2.41,4,1,4,62.5,57.0,16987,389.449938
26935,26935,2.12,3,3,4,59.1,59.0,16992,356.29647900000003
26936,26936,2.27,3,0,3,62.4,58.0,16994,367.708748
26937,26937,2.2,3,3,4,61.1,59.0,16996,359.54432
26938,26938,2.31,3,1,4,58.8,58.0,17000,383.3567999999999
26939,26939,2.09,3,3,4,62.1,58.0,17001,341.83116600000005
26942,26942,2.05,4,3,6,61.9,57.0,17006,330.580052
26943,26943,1.71,4,6,3,63.0,56.0,17009,278.3376
26944,26944,2.26,4,0,5,61.1,57.0,17010,369.586756
26945,26945,2.06,3,6,4,61.7,58.0,17012,336.8232
26947,26947,2.19,3,3,6,61.6,58.0,17016,355.53465000000006
26948,26948,1.75,3,4,5,61.4,58.0,17017,284.5592
26952,26952,2.6,0,6,4,64.6,57.0,17027,407.3562
26955,26955,2.04,3,1,5,62.5,58.0,17028,339.14898
26956,26956,1.54,4,4,5,61.0,56.0,17029,253.55148000000003
26958,26958,2.14,3,1,5,60.7,59.0,17038,347.62089599999996
26959,26959,2.4,4,1,4,63.8,58.0,17039,376.595595
26960,26960,1.71,3,6,3,62.3,58.0,17041,276.52837500000004
26961,26961,1.07,4,2,0,60.9,54.0,17042,182.87294400000002
26962,26962,2.13,3,4,4,61.5,58.0,17045,352.448964
26963,26963,2.07,4,1,5,60.3,59.0,17045,339.35911200000004
26964,26964,1.71,4,6,3,61.4,57.0,17049,278.75376
26965,26965,2.04,4,4,4,62.4,56.0,17049,332.390388
26966,26966,1.6,4,6,3,62.0,54.0,17050,259.78499999999997
26967,26967,2.27,1,0,3,59.3,61.0,17051,365.71342500000003
26968,26968,2.09,4,6,5,61.8,57.0,17051,341.3164560000001
26970,26970,2.32,3,0,5,62.4,57.0,17053,375.39264000000003
26972,26972,2.01,3,6,5,60.6,59.0,17057,326.6578559999999
26974,26974,2.15,4,3,4,61.8,57.0,17063,349.4831200000001
26976,26976,2.05,3,5,4,58.6,59.0,17066,346.73601599999995
26977,26977,2.12,4,1,5,62.7,56.0,17068,345.605376
26979,26979,2.01,3,1,3,62.9,62.0,17068,321.91798800000004
26980,26980,2.01,4,1,3,62.5,56.0,17068,325.952048
26981,26981,2.01,3,3,5,60.1,61.0,17068,319.51290800000004
26983,26983,2.13,3,3,4,62.3,57.0,17073,343.588224
26984,26984,1.61,4,6,3,61.8,57.0,17076,260.08932400000003
26985,26985,2.01,4,4,4,62.2,56.0,17078,326.52088000000003
26987,26987,2.05,3,5,4,59.7,59.0,17081,344.844941
26989,26989,2.0,1,2,4,64.1,57.0,17094,311.755248
26990,26990,2.07,4,6,4,62.0,55.0,17095,339.2331930000001
26992,26992,1.93,3,3,3,60.5,60.0,17096,311.94618
26993,26993,2.02,3,6,4,60.1,59.0,17099,337.582064
26995,26995,2.53,0,3,4,64.6,59.0,17103,389.68019999999996
26996,26996,1.56,4,4,5,62.0,55.0,17108,254.49274500000004
26997,26997,1.51,1,2,3,63.7,55.0,17111,242.834592
26998,26998,1.7,4,4,5,62.7,55.0,17114,270.906168
26999,26999,2.09,4,1,6,61.8,56.0,17114,338.98458
27000,27000,2.01,1,5,4,62.3,61.0,17115,320.555604
27001,27001,2.57,3,5,4,61.3,60.0,17116,414.252468
27003,27003,2.22,4,6,4,62.5,54.0,17123,359.51759999999996
27004,27004,1.72,4,6,5,62.4,55.0,17125,280.100352
27005,27005,2.01,4,1,6,59.9,60.0,17126,334.32301999999993
27006,27006,2.14,3,2,4,59.8,59.0,17127,351.82224
27007,27007,2.0,3,6,4,60.4,61.0,17136,328.65943599999997
27009,27009,2.02,4,3,6,62.4,58.0,17141,325.306542
27010,27010,2.25,4,1,4,62.4,57.0,17143,363.683008
27011,27011,1.5,3,5,3,59.5,61.0,17143,245.54515399999997
27012,27012,2.71,3,5,4,60.4,59.0,17146,451.792572
27013,27013,2.27,3,0,3,62.4,58.0,17149,367.708748
27014,27014,2.22,1,1,6,57.8,58.0,17151,362.70233999999994
27016,27016,2.02,3,1,3,61.2,59.0,17153,323.9601750000001
27017,27017,2.09,3,3,4,62.1,58.0,17156,341.83116600000005
27019,27019,2.51,4,3,4,62.0,57.0,17162,407.496936
27021,27021,2.02,3,3,4,61.5,58.0,17166,329.01066000000003
27022,27022,2.42,3,0,5,61.3,59.0,17168,389.31492599999996
27023,27023,2.42,3,0,5,61.3,59.0,17168,389.31492599999996
27024,27024,1.75,3,4,5,61.4,58.0,17172,284.5592
27026,27026,0.32,4,6,3,61.7,55.0,645,52.897743999999996
27028,27028,0.32,4,6,3,61.9,55.0,645,53.092220999999995
27029,27029,0.32,4,4,5,62.5,56.0,645,53.23752499999999
27030,27030,0.32,4,4,5,62.5,56.0,645,52.684720000000006
27031,27031,0.32,3,3,2,62.3,58.0,645,51.278891
27032,27032,0.32,4,4,5,62.4,57.0,645,51.705024
27033,27033,0.32,4,6,3,62.3,56.0,645,52.373139
27036,27036,0.32,4,3,2,62.0,55.0,645,52.97237399999999
27037,27037,0.32,4,6,3,62.1,55.0,645,52.732133999999995
27038,27038,0.32,3,4,5,59.4,58.0,645,52.71168000000001
27041,27041,0.32,4,6,3,60.5,56.0,645,52.594464
27043,27043,0.32,4,3,2,61.8,55.0,645,52.658112
27044,27044,0.32,3,4,5,61.2,59.0,645,52.509600000000006
27046,27046,0.42,1,4,4,64.1,56.0,646,68.300288
27047,27047,0.33,4,1,1,62.2,54.0,646,54.409259999999996
27048,27048,0.31,4,3,5,61.4,56.0,646,52.270920000000004
27049,27049,0.35,4,6,5,61.3,56.0,646,58.22095999999999
27050,27050,0.35,4,3,3,61.8,57.0,646,58.045608
27051,27051,0.28,3,3,1,59.9,62.0,646,46.16622
27052,27052,0.28,3,3,1,61.5,58.0,646,45.401292000000005
27053,27053,0.28,3,6,2,60.2,60.0,646,46.239744
27054,27054,0.41,1,4,7,63.8,57.0,646,66.41040000000001
27056,27056,1.57,3,5,3,61.4,58.0,17175,254.882496
27057,27057,1.5,4,6,2,61.3,56.0,17176,249.83003499999998
27058,27058,2.01,3,5,4,58.9,60.0,17179,327.02912
27059,27059,2.01,3,5,4,62.0,61.0,17179,325.62
27060,27060,2.03,4,6,4,61.1,57.0,17182,334.9680000000001
27062,27062,2.56,3,0,6,61.4,58.0,17186,410.66967600000004
27063,27063,2.01,3,3,5,61.6,61.0,17191,327.79210200000006
27064,27064,1.75,3,6,3,59.6,60.0,17191,286.28968000000003
27065,27065,1.21,3,2,1,60.1,59.0,17192,199.200768
27066,27066,2.3,4,1,6,62.2,60.0,17193,369.90587100000005
27067,27067,2.14,3,1,5,60.7,59.0,17193,347.62089599999996
27068,27068,1.67,4,4,5,61.8,57.0,17194,271.47012
27069,27069,2.01,4,1,5,60.7,57.0,17197,333.36622900000003
27070,27070,1.71,3,6,3,62.3,58.0,17197,276.52837500000004
27072,27072,1.5,3,4,2,58.8,58.0,17203,244.95892699999996
27073,27073,1.6,3,6,1,61.5,58.0,17204,262.513592
27074,27074,1.71,4,6,3,61.4,57.0,17204,278.75376
27076,27076,2.6,3,0,4,58.3,61.0,17209,423.95268
27077,27077,2.61,4,0,4,64.6,55.0,17209,409.521735
27078,27078,2.14,4,1,6,62.1,58.0,17213,346.532606
27079,27079,2.05,4,0,2,62.7,56.0,17214,338.996378
27080,27080,1.41,3,2,2,60.8,57.0,17216,232.11770400000003
27081,27081,2.31,3,1,4,62.9,58.0,17218,370.5136739999999
27083,27083,2.15,4,3,4,61.8,57.0,17219,349.4831200000001
27084,27084,2.01,4,4,4,60.0,56.0,17220,330.41440800000004
27085,27085,2.15,3,3,4,62.8,58.0,17221,345.86061000000007
27086,27086,1.53,4,2,5,62.7,54.0,17223,250.94223
27087,27087,2.17,4,1,6,60.4,56.0,17224,357.30723599999993
27088,27088,2.01,4,1,3,61.4,59.0,17227,325.67316600000004
27089,27089,1.7,3,6,2,61.5,60.0,17228,271.381968
27090,27090,2.52,4,1,6,61.5,56.0,17231,408.788028
27091,27091,2.25,3,3,6,61.5,61.0,17233,369.6977130000001
27092,27092,2.01,3,2,4,61.8,59.0,17235,329.510205
27093,27093,2.01,3,3,6,62.3,58.0,17235,320.555604
27095,27095,1.54,4,4,5,61.8,56.0,17240,248.02022399999998
27097,27097,2.02,4,3,6,62.5,54.0,17245,330.10335000000003
27099,27099,2.1,4,1,6,60.8,60.0,17250,346.77216
27100,27100,2.12,3,1,5,61.5,58.0,17254,348.96022000000005
27101,27101,1.61,4,4,3,62.0,55.0,17256,265.14392
27102,27102,2.08,3,3,5,62.0,58.0,17258,335.01194999999996
27103,27103,2.42,3,1,3,59.8,59.0,17262,406.40863999999993
27105,27105,2.16,4,5,4,61.4,57.0,17263,356.55065599999995
27107,27107,2.02,3,3,6,62.1,61.0,17265,320.70901200000003
27111,27111,2.0,3,1,3,61.1,58.0,17278,324.36755999999997
27113,27113,2.05,3,5,4,62.5,56.0,17294,335.349088
27114,27114,2.35,3,1,4,59.9,58.0,17294,387.12626399999994
27115,27115,2.35,3,1,4,61.1,58.0,17294,387.83220000000006
27116,27116,2.05,4,3,6,62.4,57.0,17294,332.802272
27118,27118,2.26,4,3,4,62.2,56.0,17312,363.8596
27119,27119,2.16,3,1,6,62.9,55.0,17313,351.7012799999999
27120,27120,2.01,1,4,4,64.0,58.0,17313,313.95951
27124,27124,1.7,3,5,5,62.9,58.0,17323,271.11955
27126,27126,4.13,0,3,7,64.8,61.0,17329,633.355
27127,27127,1.58,4,6,0,62.2,57.0,17329,260.16517500000003
27128,27128,1.7,1,4,3,57.6,63.0,17330,276.853566
27130,27130,1.69,1,6,3,58.1,58.0,17338,277.63008
27131,27131,2.54,4,6,4,62.7,56.0,17339,414.20925
27132,27132,1.75,4,6,5,61.5,57.0,17343,285.15827199999995
27133,27133,2.01,3,3,6,61.8,58.0,17347,327.63900000000007
27134,27134,1.67,4,4,5,61.8,57.0,17351,271.47012
27135,27135,1.21,4,5,0,61.8,56.0,17353,198.187344
27136,27136,1.93,3,3,5,62.8,58.0,17353,307.75437000000005
27138,27138,1.79,3,6,5,61.2,58.0,17358,297.15218
27139,27139,1.6,3,6,1,61.5,58.0,17360,262.513592
27140,27140,1.7,4,4,5,62.4,57.0,17360,275.074875
27141,27141,2.01,1,1,3,62.5,56.0,17365,317.76320000000004
27142,27142,2.39,4,0,3,62.1,57.0,17365,388.17215099999993
27143,27143,1.59,4,4,3,62.9,57.0,17366,255.03508800000003
27146,27146,2.04,3,5,4,58.3,58.0,17379,337.2281100000001
27147,27147,2.17,4,1,6,60.4,56.0,17381,357.30723599999993
27148,27148,2.01,4,3,6,60.6,57.0,17383,325.98493199999996
27150,27150,1.59,3,5,3,61.2,58.0,17393,261.729062
27151,27151,2.03,3,6,4,60.1,60.0,17393,335.67929999999996
27152,27152,1.69,1,5,3,63.8,56.0,17400,273.451867
27153,27153,2.01,4,3,6,61.9,57.0,17403,328.2902700000001
27154,27154,2.01,3,6,4,60.1,60.0,17403,333.3759
27155,27155,2.01,4,3,6,59.3,58.0,17403,329.053725
27156,27156,2.01,4,3,6,61.6,57.0,17403,323.66628
27157,27157,2.5,0,4,4,65.8,58.0,17405,382.3115220000001
27158,27158,2.0,1,6,6,63.6,61.0,17405,309.285
27159,27159,2.64,4,3,4,62.3,55.0,17407,432.82540800000004
27160,27160,2.05,0,1,3,67.7,58.0,17408,310.293504
27161,27161,1.61,4,4,3,62.0,55.0,17414,265.14392
27162,27162,2.14,3,1,5,62.3,58.0,17416,342.08352
27165,27165,2.01,3,1,5,61.1,60.0,17433,323.309168
27166,27166,2.19,4,3,4,62.0,56.0,17433,370.060416
27168,27168,2.0,3,1,3,61.1,58.0,17436,324.36755999999997
27169,27169,1.55,4,2,5,62.5,55.0,17441,253.87864199999999
27170,27170,1.76,4,6,5,60.3,57.0,17442,293.20218000000006
27171,27171,2.0,1,3,6,58.0,58.0,17447,324.153788
27173,27173,1.5,1,5,2,64.3,58.0,17449,236.65896
27174,27174,2.31,3,0,3,62.3,61.0,17451,381.2846850000001
27175,27175,2.51,3,0,6,59.6,60.0,17452,407.9439
27176,27176,1.56,4,4,3,61.7,56.0,17455,257.241688
27177,27177,2.01,3,3,6,59.6,59.0,17458,331.88336999999996
27178,27178,2.2,4,3,5,61.7,55.0,17460,365.064644
27179,27179,2.08,4,3,6,61.3,56.0,17469,344.812688
27180,27180,2.08,4,3,6,61.7,58.0,17469,336.40639200000004
27182,27182,2.18,3,3,4,59.1,60.0,17473,359.41990499999997
27183,27183,2.01,3,1,6,60.2,59.0,17474,326.130056
27186,27186,1.7,1,2,5,63.6,56.0,17485,271.59299999999996
27187,27187,2.02,3,3,6,61.1,60.0,17489,330.776082
27189,27189,2.01,4,6,6,59.2,57.0,17492,327.58198200000004
27190,27190,1.31,3,2,1,62.8,55.0,17496,213.39140999999998
27191,27191,2.01,1,1,5,65.0,57.0,17497,323.01572500000003
27192,27192,1.14,1,2,0,61.7,63.0,17499,184.832368
27193,27193,2.33,4,1,5,62.0,57.0,17504,378.6884399999999
27195,27195,2.14,3,6,4,60.4,59.0,17513,351.39686400000005
27197,27197,1.51,3,2,3,62.9,54.0,17515,240.01012799999998
27198,27198,2.32,4,1,4,62.0,57.0,17516,376.63762499999996
27199,27199,2.05,3,3,6,60.2,58.0,17521,336.36240000000004
27200,27200,2.52,3,3,4,62.4,57.0,17522,410.04753600000004
27201,27201,2.01,4,1,3,62.5,56.0,17523,317.76320000000004
27202,27202,2.21,3,6,4,62.4,60.0,17525,358.829334
27204,27204,2.02,1,1,3,57.9,63.0,17533,315.7147290000001
27205,27205,2.36,4,0,5,60.1,59.0,17534,391.17513599999995
27206,27206,2.0,4,4,4,62.9,56.0,17534,319.268988
27207,27207,1.97,3,3,5,62.9,59.0,17535,316.39500000000004
27208,27208,2.29,3,3,5,61.6,60.0,17539,370.4142
27210,27210,1.57,4,5,5,60.5,57.0,17548,260.49959700000005
27211,27211,1.59,3,5,3,61.2,58.0,17552,261.729062
27212,27212,1.89,4,3,3,61.6,56.0,17553,307.89396
27213,27213,2.19,3,3,4,61.7,58.0,17554,356.64609599999994
27214,27214,2.01,4,6,4,61.9,57.0,17555,321.90720000000005
27215,27215,1.65,4,6,0,62.4,55.0,17569,270.471576
27216,27216,2.36,4,3,4,62.2,55.0,17569,386.08168
27218,27218,2.0,3,1,5,62.5,57.0,17574,315.92721600000004
27219,27219,2.02,3,6,6,61.8,58.0,17579,326.51424000000003
27222,27222,1.03,4,2,0,62.0,56.0,17590,169.99346000000003
27223,27223,2.53,3,3,4,59.6,59.0,17591,415.25442000000004
27224,27224,2.01,3,1,5,61.1,60.0,17592,323.309168
27225,27225,1.71,4,6,3,62.2,55.0,17595,282.29724
27227,27227,1.7,1,4,5,62.2,56.0,17597,269.90184
27229,27229,2.0,1,3,6,63.3,59.0,17600,323.42912799999993
27230,27230,1.64,4,6,2,61.8,56.0,17604,270.53796
27231,27231,1.72,3,6,3,59.4,60.0,17605,286.427832
27233,27233,2.0,4,1,3,62.0,57.0,17607,319.270812
27235,27235,2.52,1,6,4,63.7,59.0,17608,397.209216
27236,27236,2.01,4,6,4,60.9,55.0,17609,332.81539200000003
27237,27237,1.74,3,6,5,61.0,58.0,17614,284.828775
27238,27238,2.07,4,6,4,62.2,54.0,17614,340.9974240000001
27239,27239,2.08,3,3,6,62.6,59.0,17617,334.53324000000003
27240,27240,2.2,3,3,4,62.7,58.0,17634,358.22332
27241,27241,2.05,3,1,3,60.6,60.0,17640,333.774266
27242,27242,2.39,3,1,3,61.2,60.0,17642,391.12886
27243,27243,1.51,4,5,3,62.2,57.0,17649,246.54418800000002
27244,27244,2.06,3,6,4,62.7,58.0,17650,333.70926399999996
27246,27246,1.52,4,2,3,61.2,57.0,17659,251.1782
27247,27247,1.7,4,4,5,61.3,54.0,17662,279.48252799999995
27248,27248,1.34,3,5,0,61.8,58.0,17663,222.73680000000002
27250,27250,1.5,3,5,2,58.7,61.0,17667,240.35110400000002
27252,27252,2.28,3,1,6,61.6,58.0,17673,370.85256000000004
27253,27253,2.14,3,6,4,60.4,59.0,17673,351.39686400000005
27254,27254,2.0,3,2,4,61.6,59.0,17674,333.0167599999999
27256,27256,2.32,4,1,4,62.0,57.0,17676,376.63762499999996
27258,27258,2.01,4,5,4,62.2,57.0,17688,326.518872
27259,27259,2.01,3,3,6,62.7,59.0,17688,327.65611999999993
27264,27264,2.0,4,4,4,62.0,57.0,17710,325.215
27265,27265,2.11,4,1,5,62.2,55.0,17712,346.78784
27266,27266,1.99,0,3,5,60.5,63.0,17713,327.85486
27267,27267,2.21,3,1,6,61.1,59.0,17714,361.538802
27269,27269,2.0,3,1,5,61.8,56.0,17716,325.369956
27270,27270,1.52,3,2,3,61.0,59.0,17723,253.45980000000003
27272,27272,1.65,4,6,0,62.4,55.0,17729,270.471576
27273,27273,2.12,4,4,4,62.3,57.0,17730,344.014398
27274,27274,2.0,1,6,6,64.2,59.0,17740,314.58627199999995
27275,27275,2.14,3,4,4,58.2,61.0,17742,354.0972499999999
27276,27276,2.01,3,4,4,61.3,61.0,17746,312.81208000000004
27277,27277,2.17,4,1,6,60.7,57.0,17747,359.85396
27280,27280,2.56,4,0,6,61.4,58.0,17753,410.66967600000004
27283,27283,2.0,3,5,4,62.2,56.0,17760,330.666336
27285,27285,2.0,1,5,4,57.7,61.0,17760,323.96036399999997
27286,27286,2.0,1,2,5,63.7,60.0,17760,307.71399999999994
27287,27287,2.0,4,6,5,62.3,57.0,17760,320.54861800000003
27288,27288,2.0,3,3,6,62.6,56.0,17760,318.798
27289,27289,1.87,4,3,3,59.7,60.0,17761,306.680976
27290,27290,1.72,3,6,3,59.4,60.0,17765,286.427832
27291,27291,1.71,3,4,5,61.4,60.0,17766,277.072344
27293,27293,1.55,3,2,3,59.7,60.0,17773,260.960616
27294,27294,2.05,3,2,6,60.4,58.0,17776,334.311936
27295,27295,2.08,3,3,6,62.6,59.0,17778,334.53324000000003
27298,27298,2.72,4,0,4,62.1,56.0,17801,445.367676
27300,27300,2.03,3,4,6,61.3,59.0,17803,336.30486
27301,27301,2.01,1,6,6,63.9,60.0,17804,300.82167499999997
27302,27302,2.09,3,3,4,60.6,59.0,17805,339.897
27303,27303,2.17,4,3,4,62.0,56.0,17805,350.853525
27305,27305,2.11,3,6,6,61.6,59.0,17816,341.4771359999999
27306,27306,2.16,4,3,6,61.9,57.0,17820,358.8986400000001
27307,27307,1.63,4,5,5,61.3,55.0,17825,270.80396
27308,27308,2.02,3,5,4,59.8,58.0,17825,327.19967999999994
27310,27310,2.36,4,0,3,61.6,57.0,17829,388.2384
27311,27311,2.0,3,2,4,61.6,59.0,17835,333.0167599999999
27313,27313,2.01,4,3,3,62.9,54.0,17838,320.07319199999995
27314,27314,2.09,3,4,4,61.7,59.0,17840,342.57128100000006
27316,27316,2.01,3,3,6,62.7,59.0,17849,327.65611999999993
27317,27317,2.01,4,5,4,62.2,57.0,17849,326.518872
27318,27318,2.01,3,3,6,61.1,60.0,17849,328.4996049999999
27319,27319,2.01,3,3,6,61.3,59.0,17849,328.345344
27320,27320,2.43,4,1,4,62.3,59.0,17856,392.6469959999999
27321,27321,2.03,4,3,6,60.8,57.0,17864,336.341968
27322,27322,2.0,1,4,6,63.0,64.0,17869,289.263312
27324,27324,2.0,4,4,4,62.0,57.0,17871,325.215
27326,27326,2.02,4,3,6,61.7,57.0,17882,328.85600000000005
27329,27329,2.0,4,1,3,62.0,57.0,17889,319.270812
27330,27330,2.32,4,0,3,62.5,54.5,17891,377.450304
27331,27331,2.16,3,0,1,61.5,58.0,17891,352.86389599999995
27332,27332,2.28,3,3,4,62.1,59.0,17892,370.78608
27333,27333,1.7,4,4,5,62.3,56.0,17892,276.52837500000004
27334,27334,2.01,4,3,6,61.9,60.0,17892,326.43149999999997
27335,27335,2.02,3,1,5,59.0,59.0,17893,337.96182000000005
27339,27339,2.2,4,1,6,61.7,55.0,17895,364.629006
27340,27340,2.0,1,6,5,64.1,55.0,17898,317.215704
27341,27341,2.0,1,6,6,64.2,59.0,17902,314.58627199999995
27342,27342,1.74,3,6,3,61.7,58.0,17904,285.380514
27343,27343,1.74,3,6,3,62.4,58.0,17904,280.457418
27346,27346,2.08,4,1,5,62.0,56.0,17916,337.748928
27347,27347,2.01,0,6,5,67.5,55.0,17917,313.71109000000007
27349,27349,2.41,1,1,4,57.7,61.0,17923,400.225931
27350,27350,2.57,3,2,4,58.9,58.0,17924,424.356768
27351,27351,2.0,1,6,6,59.1,61.0,17930,320.940664
27353,27353,2.16,3,1,6,58.5,60.0,17934,361.07290800000004
27354,27354,2.02,4,1,3,62.3,59.0,17936,323.85241199999996
27355,27355,1.51,3,2,3,63.0,52.0,17936,248.56062000000003
27356,27356,0.41,1,6,6,64.3,54.0,646,66.71059199999999
27357,27357,0.34,4,5,5,62.0,56.0,646,55.346816000000004
27358,27358,0.34,4,5,5,62.2,57.0,646,54.408432
27359,27359,0.28,3,5,2,60.1,59.0,646,45.84185999999999
27360,27360,0.28,4,5,2,62.1,56.0,646,46.040138999999996
27362,27362,0.28,4,5,2,62.4,56.0,646,45.60192
27363,27363,0.28,3,5,1,61.3,60.0,646,45.22634599999999
27364,27364,0.28,4,4,0,62.4,55.0,646,45.71154
27365,27365,0.28,4,5,2,60.3,57.0,646,45.62587499999999
27366,27366,0.28,4,5,1,62.0,56.0,646,46.258857000000006
27367,27367,0.31,4,6,2,62.2,53.0,647,52.061888
27368,27368,0.34,4,3,6,61.5,55.0,647,57.506085
27369,27369,0.32,4,6,6,61.5,55.0,647,53.137920000000015
27370,27370,0.32,4,6,6,61.9,55.0,647,53.092220999999995
27371,27371,0.29,4,2,3,62.9,55.0,647,47.594049999999996
27372,27372,0.29,4,2,3,61.7,57.0,647,47.211876000000004
27373,27373,0.35,3,3,6,61.3,55.0,647,58.34919999999999
27374,27374,0.35,3,3,6,62.4,58.0,647,57.025577999999996
27377,27377,0.41,1,0,3,63.7,56.0,647,65.907972
27381,27381,0.41,4,0,3,62.1,56.0,647,67.34740000000001
27384,27384,0.41,3,0,3,62.1,58.0,647,67.34740000000001
27385,27385,0.41,4,0,3,62.7,57.0,647,66.5874
27386,27386,2.02,3,5,4,58.2,60.0,17938,330.8448
27392,27392,2.39,4,1,5,62.2,55.0,17955,391.460784
27394,27394,2.03,3,3,5,62.6,59.0,17975,330.34716
27395,27395,2.01,4,3,3,61.9,57.0,17983,328.693575
27396,27396,2.08,4,0,0,61.0,55.0,17986,346.632
27397,27397,2.01,3,6,5,61.4,58.0,17987,320.10656600000004
27398,27398,2.05,3,6,4,58.7,60.0,17988,343.15008000000006
27399,27399,2.24,4,4,4,60.3,59.0,17989,368.61440000000005
27400,27400,1.93,0,4,3,58.9,62.0,17995,309.29577499999994
27402,27402,2.09,4,1,5,62.5,56.0,17999,338.75271
27403,27403,2.35,3,3,6,62.6,60.0,17999,371.143496
27404,27404,2.16,4,6,4,62.5,54.2,18001,351.200436
27405,27405,2.09,3,4,4,61.7,59.0,18002,342.57128100000006
27406,27406,2.18,3,6,4,61.9,60.0,18003,349.74515199999996
27408,27408,2.25,3,2,4,60.4,59.0,18007,371.51049599999993
27410,27410,2.05,4,6,4,61.6,56.0,18017,331.54977599999995
27411,27411,5.01,0,0,7,65.5,59.0,18018,790.133208
27412,27412,2.51,3,0,5,62.2,58.0,18020,409.478031
27413,27413,2.0,1,3,5,63.8,59.0,18023,320.012316
27414,27414,2.04,1,3,6,58.4,60.0,18026,338.326692
27415,27415,2.03,4,3,6,60.8,57.0,18026,336.341968
